gender,tenure,PhoneService,TotalCharges,StreamingMovies,StreamingTV,TechSupport,Churn
Male,6,1,460.25,0,1,0,1
Female,71,1,6506.15,1,1,1,0
Female,67,1,5598.3,0,0,0,0
Male,60,1,4374.55,1,0,0,0
Male,23,0,678.75,0,0,1,0
Male,39,0,2191.7,1,1,1,0
Male,15,1,239.75,0,0,0,0
Male,53,1,5485.5,1,1,0,1
Male,24,1,609.05,0,0,0,0
Female,37,1,683.75,0,0,0,0
Female,5,1,404.2,1,0,0,1
Female,50,1,5189.75,1,1,1,0
Female,54,1,5060.9,1,1,0,0
Female,3,1,233.65,0,0,0,0
Male,68,1,7176.55,1,1,1,1
Male,5,1,291.45,0,0,1,0
Male,33,1,689.75,0,0,0,0
Female,41,1,3263.9,1,1,0,0
Female,34,0,1993.2,1,1,1,0
Female,13,1,254.5,0,0,0,0
Female,20,1,347.65,0,0,0,0
Female,51,1,967.9,0,0,0,0
Female,3,1,242.95,1,0,0,1
Female,41,1,1841.9,0,0,0,0
Female,13,1,232.1,0,0,0,0
Male,35,1,809.25,0,0,0,0
Male,12,1,866.45,0,0,1,1
Male,4,1,360.55,1,0,1,0
Female,43,0,2076.2,1,1,0,1
Female,12,0,355.9,0,0,1,0
Male,68,1,7299.65,1,1,0,1
Male,25,1,2291.2,0,1,0,1
Female,7,1,129.15,0,0,0,0
Male,66,1,7491.75,1,1,1,1
Female,53,1,5835.5,1,1,1,0
Male,63,1,7031.45,1,1,0,0
Female,70,1,7723.9,1,1,1,1
Male,27,0,1032.0,1,0,0,1
Female,1,1,70.75,0,0,0,1
Female,5,1,109.6,0,0,0,0
Female,37,1,727.8,0,0,0,0
Male,3,0,130.75,0,1,0,1
Female,12,1,893.0,0,0,0,0
Female,38,1,763.1,0,0,0,0
Female,9,1,781.4,1,0,0,0
Male,13,1,902.25,1,0,0,0
Male,29,1,2653.65,1,1,0,1
Female,47,1,1016.7,0,0,0,0
Male,61,1,5943.65,0,1,1,0
Male,16,1,275.7,0,0,0,0
Female,41,1,3126.45,1,1,1,0
Female,43,1,1070.15,0,0,0,0
Female,36,1,3457.9,0,1,0,1
Female,6,1,340.4,1,0,0,0
Female,58,1,4299.2,0,0,1,0
Male,19,1,1093.2,0,1,1,0
Male,11,1,521.9,0,0,0,0
Female,39,0,1630.4,0,0,1,0
Female,8,1,713.6,0,1,0,0
Female,26,1,1265.65,0,0,0,0
Female,53,1,4003.85,0,0,0,0
Female,70,1,1401.4,0,0,0,0
Male,1,0,45.3,1,1,0,1
Male,59,1,1510.5,0,0,0,0
Male,2,1,178.1,1,1,0,1
Male,7,0,264.8,0,0,0,0
Female,12,1,480.6,0,0,0,1
Male,59,1,4541.9,1,1,1,0
Male,61,1,4976.15,1,1,1,0
Male,72,1,7542.25,1,1,0,0
Female,13,1,251.25,0,0,0,0
Female,64,1,1595.5,0,0,0,0
Male,1,0,23.45,0,0,0,1
Female,10,1,685.55,1,0,1,0
Female,65,1,3874.1,0,0,0,0
Female,62,1,6891.4,1,1,1,0
Female,55,1,4916.95,1,1,1,0
Female,25,1,1373.0,0,0,0,0
Male,1,0,29.7,0,0,0,1
Male,1,1,49.8,0,0,0,0
Female,59,1,6039.9,1,1,0,1
Male,64,1,1548.65,0,0,0,0
Male,36,1,3440.25,1,1,0,0
Female,3,1,151.3,0,0,0,1
Male,61,1,4226.7,1,0,0,0
Male,26,0,1023.75,0,1,0,0
Female,1,1,55.4,1,0,0,1
Female,1,1,90.6,0,1,0,1
Male,68,1,7074.4,1,1,0,0
Male,2,1,156.35,0,1,0,1
Female,72,1,6849.75,0,0,1,0
Female,71,0,3263.6,1,0,1,0
Male,57,1,1252.85,0,0,0,0
Male,4,1,67.55,0,0,0,0
Female,1,1,70.2,0,0,0,0
Male,72,1,5750.0,1,0,1,0
Male,21,1,1549.75,1,1,0,0
Female,71,1,1810.55,0,0,0,0
Female,29,1,2952.85,1,1,0,1
Female,69,1,7467.55,1,1,1,0
Female,64,1,5484.4,1,1,1,0
Male,16,1,294.9,0,0,0,0
Female,4,1,97.5,0,0,0,0
Female,52,1,5916.45,1,1,1,1
Male,2,1,113.35,0,0,0,1
Male,1,1,19.95,0,0,0,0
Male,18,0,476.8,0,0,0,0
Female,2,1,101.65,0,0,0,0
Female,19,1,1130.85,1,0,0,0
Female,40,1,3532.25,1,0,0,0
Female,66,1,6891.45,1,1,0,0
Male,21,1,1570.7,0,0,0,0
Male,8,1,520.95,0,1,1,0
Female,72,1,7854.9,1,1,1,0
Female,48,1,3581.4,0,1,1,0
Male,69,1,1447.9,0,0,0,0
Male,72,1,8547.15,1,1,1,0
Female,14,1,727.85,0,0,0,0
Male,6,1,357.6,0,1,0,0
Female,8,1,159.35,0,0,0,0
Female,17,1,280.85,0,0,0,0
Male,65,1,6069.25,1,0,1,0
Female,57,1,3274.35,0,0,1,0
Male,13,1,1359.0,1,1,0,1
Male,19,1,1777.9,1,1,0,1
Female,56,1,6109.65,1,1,0,0
Female,14,1,1122.4,1,0,0,0
Male,52,0,2020.9,1,0,0,0
Female,58,1,3795.45,0,0,1,0
Female,47,1,4504.55,0,1,1,1
Female,67,0,3579.15,1,1,1,0
Male,2,0,49.7,0,0,0,0
Male,6,1,276.5,0,0,0,0
Male,71,1,8175.9,1,1,1,0
Female,46,1,890.35,0,0,0,0
Female,5,1,259.8,0,0,1,1
Male,67,1,5588.8,0,0,0,0
Male,3,1,50.6,0,0,0,0
Female,3,1,58.0,0,0,0,0
Male,52,1,5568.35,1,1,0,1
Female,42,1,2203.65,0,0,0,1
Male,50,1,938.95,0,0,0,0
Male,23,1,2024.1,1,0,0,0
Female,67,0,3623.95,0,1,1,0
Female,25,1,2369.05,1,1,0,1
Female,39,1,3877.95,1,1,0,0
Female,69,1,4577.9,0,0,1,0
Female,1,0,25.85,0,0,0,0
Male,32,1,2871.5,1,1,0,0
Female,9,1,672.55,0,0,0,1
Female,16,1,1573.7,1,0,0,1
Male,60,1,1270.55,0,0,0,0
Female,72,1,7711.45,1,1,1,0
Male,5,1,126.05,0,0,0,1
Female,26,1,2193.65,0,1,0,0
Male,3,1,64.55,0,0,0,1
Male,2,1,31.2,0,0,0,0
Female,2,1,38.25,0,0,0,0
Female,36,1,3348.1,1,1,1,0
Male,7,1,533.6,0,0,0,0
Female,60,0,2907.55,1,1,0,0
Female,19,1,1620.8,1,0,0,0
Male,45,1,3480.35,1,0,1,0
Male,4,1,293.85,0,0,0,0
Female,31,1,3243.45,1,1,1,1
Male,47,1,4137.2,1,0,0,0
Male,1,1,79.25,1,0,0,1
Female,1,1,44.9,0,0,0,1
Female,1,1,19.4,0,0,0,0
Female,59,1,5348.65,1,0,0,0
Male,10,1,659.65,0,0,0,1
Male,35,1,3180.5,1,0,0,0
Male,4,0,118.5,0,0,0,1
Male,32,1,3023.85,1,0,0,0
Male,43,1,3365.85,0,0,0,1
Male,4,1,195.3,1,0,0,1
Female,54,1,1031.1,0,0,0,0
Female,11,1,997.65,1,1,0,1
Female,66,1,6471.85,1,1,0,0
Male,61,1,6241.35,1,1,0,0
Male,72,1,6501.35,1,1,1,0
Male,44,0,2317.1,1,1,1,0
Male,41,1,2237.55,0,0,0,0
Male,50,1,5231.3,1,1,0,0
Male,47,1,5275.8,1,1,1,1
Male,8,1,165.5,0,0,0,0
Male,18,1,358.5,0,0,0,0
Male,72,1,6614.9,1,1,1,0
Male,1,1,80.5,1,0,0,1
Female,42,1,2421.75,0,0,0,0
Female,18,1,1294.6,0,0,0,0
Female,13,1,1299.1,1,1,0,0
Female,68,1,5733.4,0,0,1,0
Male,4,1,305.55,0,0,0,1
Male,69,1,7430.75,1,1,0,0
Male,17,1,900.5,0,0,1,1
Male,25,1,630.6,0,0,0,0
Male,43,1,3856.75,1,1,0,1
Female,59,1,1222.65,0,0,0,0
Female,5,1,374.8,0,0,0,0
Male,21,1,1625.0,0,1,1,1
Female,69,1,7234.8,0,1,1,0
Male,13,0,331.85,0,0,0,0
Male,42,1,3959.35,0,1,0,1
Male,52,1,5088.4,1,0,1,0
Male,46,1,3969.4,1,0,0,1
Male,61,1,4860.85,1,0,1,0
Male,29,0,788.05,0,0,0,0
Female,25,1,1266.35,0,0,1,0
Female,5,1,470.95,0,1,1,1
Male,15,0,688.2,1,1,0,0
Female,19,1,387.7,0,0,0,0
Male,44,1,845.25,0,0,0,0
Female,6,1,560.6,1,1,0,1
Male,58,1,4230.25,0,0,1,0
Male,62,1,4983.05,0,0,0,0
Female,70,0,4113.15,1,1,1,0
Female,1,0,25.7,0,0,0,1
Male,10,0,521.0,1,0,1,0
Male,26,1,471.85,0,0,0,0
Male,66,1,5976.9,1,0,0,0
Female,7,1,506.9,0,0,0,1
Male,51,1,4299.75,0,0,1,0
Male,72,1,7548.6,0,1,1,0
Male,65,1,1654.75,0,0,0,0
Male,2,1,80.35,0,0,0,1
Male,70,1,4551.5,0,0,1,0
Male,72,1,6227.5,1,1,1,0
Female,1,1,20.05,0,0,0,0
Female,1,1,76.4,0,0,0,1
Female,5,1,514.0,1,1,0,1
Male,3,1,57.5,0,0,0,0
Male,58,1,1474.35,0,0,0,0
Male,22,0,880.2,1,0,0,1
Male,33,1,3270.25,1,1,0,0
Male,1,1,69.95,0,0,0,1
Male,54,1,3919.15,0,0,0,0
Male,72,1,7285.7,1,1,0,0
Male,1,1,93.3,1,1,0,1
Male,3,1,169.05,0,0,0,1
Female,72,1,7658.3,1,0,1,0
Female,72,1,5959.3,1,1,0,0
Male,54,1,5295.7,1,1,0,0
Female,59,1,4693.2,1,1,1,0
Male,54,1,3512.9,0,1,0,0
Male,60,1,5231.2,0,1,0,0
Female,60,0,3603.45,1,1,1,0
Male,3,1,217.45,0,0,0,0
Female,69,1,6875.35,1,1,0,0
Female,1,1,19.25,0,0,0,0
Male,50,0,2021.35,0,1,0,0
Female,56,0,2564.95,1,1,0,0
Female,60,1,5611.75,1,1,1,0
Male,69,1,7610.1,1,1,1,0
Female,1,0,35.05,1,0,0,1
Female,1,1,73.0,0,0,0,1
Female,3,1,45.75,0,0,0,0
Male,60,1,4543.95,1,1,1,0
Female,13,0,450.4,0,0,1,0
Male,62,1,1297.35,0,0,0,0
Female,45,1,4442.75,1,0,0,0
Female,25,0,1423.15,1,1,1,0
Male,44,1,4378.35,1,1,1,0
Female,2,1,74.2,0,0,0,0
Male,33,1,2716.3,0,0,0,1
Female,1,1,70.1,0,0,0,1
Female,22,1,450.65,0,0,0,0
Female,35,0,1175.85,0,0,1,0
Female,29,1,558.8,0,0,0,0
Male,27,1,2220.1,0,0,0,0
Male,54,1,3283.05,0,0,1,0
Female,2,1,142.35,0,0,0,1
Male,57,1,4939.25,0,1,0,0
Male,62,1,4237.5,0,0,1,0
Female,15,1,335.95,0,0,0,0
Male,2,1,33.2,0,0,0,1
Female,70,1,7188.5,1,1,1,0
Female,21,1,926.25,0,0,0,0
Female,23,1,1119.35,0,0,1,0
Male,6,1,116.6,0,0,0,0
Male,4,1,68.8,0,0,0,0
Female,3,1,287.4,1,1,0,1
Female,23,1,2341.55,1,1,0,0
Male,26,0,1362.85,1,1,1,0
Female,8,1,163.6,0,0,0,0
Male,26,1,2254.2,1,0,0,1
Male,2,1,145.15,0,0,0,0
Male,67,1,7752.3,1,1,1,1
Female,71,1,6585.35,1,1,0,1
Female,59,1,4786.1,1,0,1,0
Male,39,1,3835.55,1,1,0,0
Male,21,1,397.0,0,0,0,0
Male,1,1,19.7,0,0,0,1
Female,48,1,1027.25,0,0,0,0
Female,31,0,1580.1,1,0,0,0
Female,64,1,7222.75,1,1,1,0
Male,46,1,3769.7,0,0,0,0
Female,52,1,4233.95,1,1,1,0
Female,67,1,1680.25,0,0,0,0
Female,67,1,3725.5,0,0,0,0
Female,5,1,413.65,0,0,0,1
Female,71,1,7707.7,1,1,1,0
Female,9,1,714.15,0,1,0,1
Female,26,1,2497.2,1,0,0,1
Male,71,1,8309.55,1,1,1,0
Female,32,1,601.55,0,0,0,0
Female,2,1,139.25,0,0,0,0
Female,71,1,1888.25,0,0,0,0
Female,60,0,2773.9,1,0,0,0
Female,55,1,5409.75,1,1,0,0
Male,54,1,5643.4,1,1,1,1
Male,2,1,197.7,1,1,0,1
Female,6,1,401.3,0,0,0,0
Female,48,1,3238.4,1,0,0,0
Male,63,1,1573.05,0,0,0,0
Male,1,1,79.15,0,0,0,1
Male,12,1,235.8,0,0,0,0
Male,54,0,1364.75,0,0,0,0
Female,30,1,1985.15,0,1,1,0
Female,30,1,655.85,0,0,0,1
Female,4,1,303.15,0,1,0,1
Female,40,1,4335.2,1,1,1,0
Female,9,1,647.5,0,0,1,0
Female,17,1,1574.45,0,1,1,1
Female,62,0,2748.7,1,0,0,0
Male,28,1,2483.65,0,1,1,0
Female,70,1,6367.2,1,1,1,0
Female,46,1,4904.2,1,1,1,0
Female,23,1,2044.95,1,0,0,0
Male,47,0,1794.8,0,0,1,0
Male,68,1,7173.15,1,1,0,0
Female,60,1,6441.4,1,1,1,1
Female,67,1,7039.05,1,1,1,0
Female,14,1,921.4,1,1,1,0
Male,57,1,4018.35,0,0,0,0
Female,55,1,5448.6,1,1,0,0
Male,1,1,20.25,0,0,0,0
Male,1,1,49.9,0,0,1,1
Male,23,1,2085.45,0,1,1,0
Female,13,1,1358.85,1,1,0,1
Male,47,1,5135.15,1,1,0,0
Male,38,1,730.1,0,0,0,0
Female,38,1,2869.85,0,0,0,1
Female,2,1,118.25,0,0,0,0
Male,1,1,49.25,0,0,1,1
Male,15,1,1108.6,0,0,0,0
Female,26,1,1815.65,0,0,0,0
Female,35,1,730.4,0,0,0,0
Male,3,1,75.45,0,0,0,0
Male,50,1,5071.05,1,1,1,1
Male,42,1,4014.6,1,0,0,0
Male,10,1,568.85,0,0,1,0
Female,61,1,5860.7,1,0,1,0
Female,68,1,7279.35,1,1,1,0
Male,10,1,1064.95,1,1,0,0
Male,65,1,5769.6,0,0,0,1
Female,72,1,5886.85,1,1,1,0
Male,55,1,4238.45,0,0,1,0
Female,1,1,20.3,0,0,0,1
Female,7,1,418.3,1,0,1,0
Female,2,1,136.05,0,0,0,0
Female,9,1,708.2,0,0,0,0
Male,27,1,788.55,0,0,0,0
Male,7,1,700.85,1,1,0,1
Female,64,1,4378.8,1,0,1,0
Male,70,0,3442.8,1,0,1,0
Male,2,1,181.7,1,1,0,1
Male,67,1,7171.7,1,1,1,0
Female,45,1,4016.85,0,1,0,1
Female,24,1,553.0,0,0,0,0
Male,4,1,96.85,0,0,0,0
Male,44,1,4122.9,1,1,0,0
Female,72,1,1482.3,0,0,0,0
Female,1,1,74.3,0,0,0,1
Male,66,1,1240.8,0,0,0,0
Male,1,0,44.65,1,0,1,1
Male,13,1,1095.3,1,0,0,1
Male,10,1,788.8,0,0,0,1
Male,65,1,6578.55,1,1,0,0
Male,1,1,19.55,0,0,0,0
Male,38,1,2802.3,0,1,1,0
Male,23,0,857.75,0,0,1,0
Female,10,1,184.4,0,0,0,0
Male,4,1,364.55,1,1,0,1
Male,72,1,6093.3,1,1,1,0
Female,35,1,1861.1,0,0,1,0
Female,1,1,20.4,0,0,0,1
Female,58,1,1079.65,0,0,0,0
Male,70,1,7475.1,1,1,1,0
Male,38,1,2862.55,1,1,0,0
Female,60,0,3069.45,1,1,0,0
Male,26,1,2349.8,0,1,0,0
Female,8,1,469.25,0,0,1,0
Male,41,1,4213.35,1,1,1,1
Female,36,1,3301.05,0,1,0,0
Male,54,1,3529.95,1,0,1,0
Male,71,1,7723.7,1,1,0,1
Female,55,1,4144.9,0,0,0,0
Female,72,1,4265.0,0,0,0,0
Female,3,1,154.65,0,0,1,1
Female,54,1,3246.45,0,0,0,0
Male,72,1,8337.45,1,1,1,0
Male,52,1,5731.4,1,1,1,0
Female,60,1,6176.6,1,1,0,0
Female,39,0,1905.4,1,1,0,0
Female,15,1,931.9,0,1,0,0
Male,69,1,7348.8,1,1,1,1
Male,43,1,776.25,0,0,0,0
Female,63,1,5243.05,0,1,1,0
Male,2,1,141.65,0,0,0,0
Female,72,1,7679.65,1,1,1,0
Female,32,1,2954.5,1,0,0,1
Male,40,1,1006.9,0,0,0,0
Female,58,0,2540.1,0,1,0,0
Male,67,0,3097.2,0,1,1,0
Female,51,1,3807.35,0,0,0,1
Male,31,1,2484.0,1,1,1,0
Male,69,1,5785.65,0,0,0,0
Male,32,1,2619.15,0,0,1,0
Female,21,1,1524.85,0,1,1,0
Male,52,1,2790.65,0,0,0,0
Female,72,1,1784.5,0,0,0,0
Female,72,0,3937.45,1,1,0,1
Male,52,0,2276.1,1,0,0,0
Female,41,1,2029.05,0,0,1,0
Male,41,1,802.35,0,0,0,0
Female,6,1,418.4,0,0,0,1
Male,67,1,4653.25,0,0,1,0
Female,16,1,275.9,0,0,0,0
Male,17,1,343.45,0,0,0,0
Male,35,1,2130.45,0,0,0,0
Female,58,1,1191.4,0,0,0,0
Male,1,1,50.5,0,0,0,1
Male,52,0,2554.0,0,1,1,0
Female,70,1,5589.45,1,1,1,0
Female,19,1,467.7,0,0,0,0
Male,1,1,74.4,0,0,0,1
Female,35,1,3756.45,1,1,1,0
Female,32,1,3334.9,1,1,0,0
Female,17,1,920.5,0,0,1,0
Female,67,1,3431.75,0,0,0,0
Female,9,1,150.35,0,0,0,0
Male,31,1,2587.7,1,1,1,1
Male,4,1,367.95,0,1,0,0
Male,58,1,5125.75,0,0,1,0
Male,60,1,4801.1,1,1,1,0
Male,58,1,6219.6,1,1,1,1
Male,1,1,19.55,0,0,0,0
Female,27,1,550.1,0,0,0,0
Male,66,1,7862.25,1,1,1,0
Male,15,1,1242.2,0,1,0,0
Male,47,1,4871.05,1,1,0,1
Female,41,1,3190.65,0,0,0,0
Male,59,0,2666.75,1,1,0,0
Female,50,1,3533.6,0,0,0,0
Male,17,0,792.15,0,1,0,0
Male,6,1,295.65,0,0,0,0
Male,51,0,1459.35,0,0,0,0
Male,44,1,4398.15,1,1,1,1
Male,49,1,4297.95,0,1,0,0
Male,2,1,167.3,1,1,0,1
Male,59,1,4096.9,1,0,1,0
Male,50,1,3454.6,0,1,0,0
Female,59,1,1286.0,0,0,0,0
Male,18,1,1387.0,0,0,0,0
Male,10,1,786.3,0,0,0,0
Male,14,1,641.25,0,0,0,0
Male,35,1,705.45,0,0,0,0
Male,8,1,345.5,0,0,0,0
Male,18,1,345.9,0,0,0,0
Female,60,1,5811.8,0,1,0,0
Female,1,1,94.4,1,1,0,1
Female,6,1,124.45,0,0,0,0
Female,19,1,1375.6,0,1,1,0
Male,53,1,3491.55,0,0,1,0
Male,72,1,7920.7,1,1,0,0
Female,60,1,6640.7,1,1,1,0
Female,1,1,55.0,0,1,0,1
Female,13,1,718.1,0,0,1,0
Female,5,1,320.4,0,0,0,0
Male,1,1,101.45,1,1,0,1
Male,13,1,1334.45,1,1,0,0
Male,37,1,3358.65,1,1,1,0
Male,64,1,4764.0,0,0,0,0
Female,5,1,350.3,0,1,1,1
Female,61,1,5703.0,1,0,1,0
Female,1,1,69.5,0,0,0,1
Male,1,1,18.85,0,0,0,1
Male,26,1,525.55,0,0,0,0
Female,1,1,69.2,0,0,0,1
Male,24,1,483.15,0,0,0,0
Male,17,0,934.8,1,1,1,0
Female,26,0,786.5,0,0,0,0
Male,1,1,69.65,0,0,0,1
Male,40,1,4086.3,1,1,0,1
Male,52,1,5364.8,1,1,0,0
Female,1,1,82.3,0,0,0,1
Male,1,1,20.3,0,0,0,0
Female,21,0,770.4,0,0,1,0
Female,67,1,6816.95,1,1,0,0
Female,44,1,2419.55,0,0,1,0
Male,70,0,4138.7,1,1,1,0
Male,3,1,267.6,0,1,0,1
Male,56,1,3457.45,0,0,0,0
Female,13,1,1115.2,1,0,0,1
Female,58,1,5435.6,1,0,0,1
Female,42,1,4186.3,1,1,0,1
Male,1,0,25.05,0,0,0,1
Female,46,1,4630.2,1,0,1,0
Female,63,1,3221.25,0,0,0,0
Male,11,1,688.5,0,0,1,0
Male,15,1,867.1,0,0,1,0
Male,72,0,4746.05,1,1,1,0
Female,29,0,712.85,0,0,0,1
Male,1,1,48.95,0,0,0,1
Female,6,1,355.1,0,1,0,0
Male,1,1,45.3,0,0,0,1
Male,63,1,5764.7,1,0,0,0
Male,2,1,167.3,1,0,0,1
Female,18,1,428.45,0,0,0,0
Female,43,0,1505.35,0,0,1,0
Female,15,0,693.45,0,0,1,0
Male,10,1,930.4,1,1,0,1
Male,55,1,1177.95,0,0,0,0
Male,49,1,5069.65,1,1,1,1
Male,6,1,324.25,0,0,0,1
Male,70,1,1458.1,0,0,0,0
Male,2,1,156.4,0,0,0,1
Male,63,0,2298.9,0,0,1,0
Female,25,1,1679.65,1,0,1,0
Female,18,1,369.6,0,0,0,0
Male,28,1,2998.0,1,1,1,0
Female,53,1,5206.55,1,0,1,0
Male,35,1,3626.1,1,1,0,1
Male,1,0,24.4,0,0,0,0
Male,70,1,7968.85,1,1,1,1
Male,2,1,152.45,0,0,1,1
Female,26,1,1959.5,1,1,1,0
Female,34,1,2053.05,1,0,0,0
Female,19,1,398.55,0,0,0,0
Male,15,1,1130.85,0,0,0,1
Female,62,1,3425.35,0,0,0,0
Female,42,1,4323.45,1,1,0,1
Female,9,1,703.55,1,1,0,1
Male,24,1,1275.7,0,0,0,0
Male,68,0,2965.75,0,0,0,0
Male,31,1,1647.0,0,0,1,0
Female,1,1,56.25,1,0,0,1
Male,21,1,2249.95,1,1,1,1
Female,63,1,6109.75,1,1,0,0
Female,2,1,159.4,1,0,0,1
Female,61,0,3751.15,1,1,1,0
Female,1,1,68.65,0,0,0,1
Male,18,1,411.25,0,0,0,0
Female,6,1,105.5,0,0,0,0
Female,33,1,3320.6,1,1,0,0
Male,16,1,327.45,0,0,0,1
Female,56,1,5669.5,1,1,1,0
Male,23,1,465.45,0,0,0,0
Male,9,1,704.3,0,0,0,0
Female,14,1,1369.8,1,1,0,1
Male,15,1,1107.25,0,0,0,1
Male,5,1,95.55,0,0,0,0
Male,61,1,6375.2,1,1,0,0
Male,70,1,8152.3,1,1,1,0
Male,15,1,1566.75,1,1,0,0
Male,8,1,130.25,0,0,0,0
Female,8,1,162.15,0,0,0,0
Female,4,0,110.05,0,0,0,0
Female,34,1,1885.15,0,0,0,0
Male,68,1,6302.85,1,1,1,0
Female,45,0,2264.5,1,0,1,0
Female,9,1,816.8,0,1,0,0
Female,22,1,1253.5,0,0,1,0
Female,2,1,41.2,0,0,0,0
Male,70,1,5265.55,0,1,1,0
Female,10,1,693.3,1,0,1,0
Male,72,1,5997.1,1,1,1,0
Female,49,1,3824.2,1,1,0,0
Female,54,1,3886.05,0,1,1,0
Female,71,1,7283.25,1,1,0,0
Female,22,1,412.55,0,0,0,0
Female,50,1,1070.25,0,0,0,0
Female,43,1,817.95,0,0,0,0
Female,45,1,1171.3,0,0,0,0
Male,64,1,6548.65,1,1,0,0
Female,23,1,625.65,0,0,0,0
Female,68,1,1911.5,0,0,0,0
Female,1,1,70.85,0,0,0,1
Male,2,1,134.7,0,0,0,1
Male,26,1,1507.0,0,1,1,0
Male,55,0,2978.3,1,1,1,1
Male,14,1,299.3,0,0,0,0
Male,71,1,5832.65,1,1,1,0
Male,64,1,5567.55,0,1,1,0
Female,7,1,450.8,1,1,1,1
Female,57,1,4166.35,0,1,1,0
Female,13,1,1215.6,0,1,0,1
Female,3,0,91.7,0,0,0,1
Male,72,1,7898.45,1,1,1,0
Female,40,1,3915.4,0,1,0,0
Male,14,1,979.5,0,1,1,0
Male,2,1,90.05,0,0,0,0
Male,66,1,7432.05,1,1,1,1
Female,38,1,4026.4,1,1,1,1
Male,1,0,25.3,0,0,0,1
Male,22,1,1193.05,0,0,1,1
Male,1,1,20.1,0,0,0,1
Male,5,1,398.55,0,1,0,0
Male,29,1,1958.45,0,1,1,0
Male,1,1,69.9,0,0,0,1
Female,3,1,63.15,0,0,0,0
Male,71,1,1301.1,0,0,0,0
Male,9,1,484.05,0,0,0,0
Male,43,1,4528.0,1,1,0,1
Female,48,1,3887.85,1,1,0,0
Male,26,1,2208.75,0,0,0,0
Female,9,1,238.15,0,0,0,0
Male,1,1,80.8,1,0,0,1
Female,46,1,958.15,0,0,0,0
Male,2,1,118.3,1,0,0,1
Male,1,1,76.45,0,0,0,1
Male,64,0,3845.45,1,1,1,0
Female,12,1,1094.5,0,1,0,1
Male,6,1,573.75,1,1,0,1
Female,59,1,1267.0,0,0,0,0
Female,7,1,633.45,1,1,0,0
Female,72,1,6129.65,1,1,0,0
Male,16,1,1218.25,1,0,0,0
Male,25,1,1405.3,0,0,0,0
Female,34,1,2274.9,0,0,1,1
Female,1,1,74.5,0,0,0,1
Female,10,1,1068.85,1,1,0,1
Male,24,1,533.9,0,0,0,0
Female,10,1,676.15,0,1,0,0
Male,69,1,3804.4,0,0,0,0
Male,57,1,1118.8,0,0,0,0
Male,50,1,5236.4,1,1,1,0
Male,28,0,1386.8,0,1,1,0
Female,16,1,762.25,0,0,0,1
Male,25,1,1902.0,1,1,1,0
Female,3,1,239.05,0,0,0,0
Male,61,1,5673.7,1,1,0,0
Female,2,1,39.8,0,0,0,0
Male,51,1,997.75,0,0,0,0
Female,71,1,5574.35,1,1,0,0
Female,20,1,406.05,0,0,0,0
Male,6,1,138.85,0,0,0,0
Female,6,1,123.65,0,0,0,0
Female,29,1,1801.1,0,0,1,0
Male,36,1,689.0,0,0,0,0
Female,28,0,790.7,0,0,0,0
Female,7,1,582.5,0,1,0,1
Female,63,1,1618.2,0,0,0,0
Male,48,1,1173.35,0,0,0,0
Female,49,1,900.9,0,0,0,0
Male,27,1,2122.05,0,0,0,1
Male,72,1,6719.9,1,1,1,0
Male,1,1,69.15,0,0,0,1
Female,72,0,3784.0,1,1,1,0
Female,47,0,1798.65,0,0,1,0
Female,1,1,54.65,0,1,0,0
Female,36,1,3886.45,1,1,0,0
Male,43,0,1224.05,0,0,0,0
Female,27,1,2310.2,1,1,1,0
Female,9,1,723.4,1,0,0,1
Female,38,1,3988.5,1,1,1,0
Female,35,1,3554.6,1,1,0,0
Female,0,1,0.0,0,1,1,0
Female,59,1,6034.85,1,1,1,0
Male,27,1,531.6,0,0,0,0
Female,2,1,85.1,0,0,0,0
Male,7,1,173.0,0,0,0,0
Female,36,1,2511.95,1,0,1,0
Female,41,1,3893.6,0,1,0,0
Female,13,0,357.15,0,0,0,0
Male,19,1,467.5,0,0,0,0
Female,60,0,2288.7,0,0,1,0
Female,48,1,4627.85,0,1,1,1
Male,3,1,289.1,0,1,0,1
Male,69,1,6460.55,0,1,1,0
Male,43,0,1931.3,1,0,1,0
Female,11,0,402.6,0,0,1,0
Female,45,1,2221.55,0,0,0,0
Male,72,1,7758.9,1,1,1,0
Female,2,1,172.85,0,0,0,1
Female,12,1,224.5,0,0,0,0
Female,67,1,7388.45,1,1,1,0
Male,37,1,3460.95,0,1,1,0
Female,39,0,1700.9,0,0,1,0
Female,41,1,3090.65,1,0,1,0
Female,25,0,1293.8,1,1,0,0
Male,8,1,645.8,1,0,1,0
Female,71,1,5224.95,0,0,1,0
Male,5,1,500.1,1,0,0,0
Female,30,1,2427.1,1,1,0,0
Male,40,1,3488.15,1,0,1,0
Female,54,1,1035.7,0,0,0,0
Male,72,1,7565.35,1,1,0,0
Male,28,1,2799.0,1,1,0,0
Male,18,1,1601.5,1,0,1,0
Female,2,0,85.5,1,1,0,1
Female,59,1,6256.2,1,1,0,0
Male,22,1,1232.9,0,0,1,0
Female,1,1,19.9,0,0,0,0
Female,72,1,1937.4,0,0,0,0
Female,14,1,1096.25,0,0,0,1
Male,50,1,5059.75,1,1,1,0
Female,48,1,3023.65,0,1,1,0
Female,49,1,4889.2,1,1,0,0
Male,28,1,2289.9,0,1,0,0
Male,68,1,6503.2,1,0,0,0
